,track_id,artists,album_name,track_name,popularity,duration_ms,explicit,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,track_genre
1670,0uBOGmKxjIEXUx2pRsxRDB,Voilaaa,Road by hotelF1,C'est le voyage,18,257706,FALSE,0.868,0.806,2,-7.644,1,0.0568,0.304,0.0201,0.105,0.941,121.918,4,afrobeat
1671,6arJwZcEnNDWG4La4Rs0zl,Orgone,Orgone,Nasty Hats,19,218226,FALSE,0.745,0.82,7,-7.176,1,0.0449,0.0177,0.607,0.104,0.962,93.978,4,afrobeat
1672,6mCl1YEddP0ZB9xM0UnvGy,Lefties Soul Connection,Hutspot,It's Your Thing / Hey Pocky a-Way,19,302506,FALSE,0.508,0.882,5,-4.505,0,0.121,0.0351,0.00264,0.178,0.842,170.223,4,afrobeat
1673,5zc9sDB5u1KGA1CF8ej2gY,Hugh Masekela;Black Coffee,Black Coffee,Stimela (Coal Train) - Black Coffee Remix,17,452666,FALSE,0.818,0.942,9,-8.364,0,0.0589,0.126,0.546,0.0665,0.735,123.015,4,afrobeat
1674,5ye2faNgoLNjbtxQfJqCys,Abayomy Afrobeat Orquestra,Abayomy,Obatalá,17,412300,FALSE,0.577,0.773,5,-5.597,0,0.0525,0.0709,0.00663,0.071,0.469,93.111,4,afrobeat
1675,5HXiUV3myUIJbC2v1zs282,Cymande,Promised Heights,Losin' Ground,18,263400,FALSE,0.77,0.3,0,-14.659,1,0.237,0.232,7.92E-05,0.104,0.707,93.169,4,afrobeat
1676,0bF5cHljGnTv14Rio2BBGL,The Dynamics,Version Excursions,The Creator Has a Masterplan,18,293626,FALSE,0.781,0.601,8,-7.788,1,0.0286,0.322,0.0028,0.0933,0.822,121.001,4,afrobeat
1677,4Ygli0ds2PASXt19mG4j8m,Los Amigos Invisibles,Arepa 3000,Arepa 3000,20,155173,FALSE,0.661,0.877,5,-6.969,1,0.0326,0.0252,0.729,0.161,0.911,110.111,3,afrobeat
1678,0CbNE0yI2EZv9uIwXnP4p5,Jorge Drexler,Sus primeras grabaciones 1992-1994 (La luz que sabe robar- Radar),El valle de las leñas amarillas,18,353946,FALSE,0.794,0.4,2,-9.849,1,0.034,0.855,0.55,0.141,0.437,108.622,3,afrobeat
1679,3zkJuZ7sP69YTS3h8VNVME,BaianaSystem;Mahal Pita,Outras Cidades,Playsom (Mahal Pita Remix),20,155853,FALSE,0.696,0.686,7,-8.207,1,0.0653,0.00899,0.000956,0.116,0.477,128.102,4,afrobeat
1680,3Rx4fQLLlupxqm3inilnhd,Jor'dan Armstrong;Tim Bowman Jr.,Blsd (Deluxe),Pull Me Through,19,242428,FALSE,0.669,0.754,5,-4.809,0,0.0875,0.339,0,0.646,0.543,118.091,4,afrobeat
1681,6Io6ZmvDOYKm0WM8LY8l9b,Ricardo Lemvo,Shall We Salsa,Tata Masamba,18,284826,FALSE,0.807,0.696,0,-8.106,0,0.0341,0.714,4.57E-06,0.247,0.931,91.029,4,afrobeat
1682,6BOncpUpOAP1kKJO13gOkA,The Bamboos,Rawville,My Baby's Cheating - I Sure Got the Feeling,19,223280,FALSE,0.716,0.947,7,-6.244,1,0.0761,0.0548,0.000769,0.345,0.805,101.628,4,afrobeat
1683,38raqcTQ3GEuJ48yBWoJaX,Orgone,Orgone,Karma Sutra,19,228173,FALSE,0.651,0.949,6,-5.316,0,0.0497,0.019,0.85,0.11,0.963,98.336,4,afrobeat
1684,61h8qyAeuCoAPQEMhAcZWf,Femi Kuti,Hôtel Costes 2 La Suite,Sorry Sorry - Old School Afro Dub,18,444159,FALSE,0.763,0.871,4,-8.779,0,0.055,0.0238,0.14,0.438,0.618,101.199,4,afrobeat
1685,2ZOMnAID3cCIrboS3rWhqx,BaianaSystem,BaianaSystem,Vinheta Baiana,19,82760,FALSE,0.427,0.59,9,-12.379,0,0.0645,0.82,0.834,0.241,0.722,121.578,4,afrobeat
1686,7gZlWT3hzZnNJa6Zo45POE,The Shaolin Afronauts,Follow the Path,Baie de Sangareya,18,254106,FALSE,0.605,0.74,5,-7.875,0,0.0385,0.0772,0.911,0.194,0.745,102.605,4,afrobeat
1687,0y3MztD4t3mIPJdKTzYI2Z,Newen Afrobeat,Newen Afrobeat,P.D.T.N. (Prostituto de Transnacional),18,402386,FALSE,0.68,0.777,5,-5.853,0,0.0317,0.0808,0.522,0.161,0.425,105.052,3,afrobeat
1688,7qGrjVQQmh6blinO4DyK3c,Fela Kuti,The Best of the Black President,Lady,18,828586,FALSE,0.747,0.858,1,-8.081,1,0.0544,0.302,8.49E-05,0.115,0.536,106.693,4,afrobeat
1689,1AkJ0KWEvJaziCj9XIdt1v,Manoel Cordeiro,Manoel Cordeiro & Sonora Amazônia,Cumbia da Simone,18,184832,FALSE,0.721,0.777,4,-5.589,0,0.0362,0.504,0.85,0.128,0.782,114.014,4,afrobeat
1690,0OZt04ueuAb8LlRdyqY6BP,Orlando Julius;The Heliocentrics,Jaiyede Afro,Love Thy Neighbour,19,258333,FALSE,0.628,0.93,7,-6.005,0,0.088,0.00866,0.804,0.103,0.699,108.168,4,afrobeat
1691,3wbqAY2w7UZCHbDyqn1ycV,The New Mastersounds;Jeff Franca;Lamar Williams Jr.,Shake It,Taking Me Down,20,281986,FALSE,0.692,0.854,7,-8.608,1,0.0804,0.333,0.774,0.265,0.782,95.026,4,afrobeat
1692,4ejyjfSHDLKR2AtArlJJ0T,The Poets Of Rhythm,Practice What You Preach,The Plan,18,186226,FALSE,0.782,0.935,2,-5.135,0,0.0632,0.127,0.0184,0.17,0.853,123.248,4,afrobeat
1693,4eJR8xYDtn8EhS3yUD8S3F,Ondatrópica,Café del Mar XXV (Vol. 25),Cumbia Espacial,20,244594,FALSE,0.705,0.859,10,-9.539,0,0.0501,0.373,0.78,0.158,0.754,91.263,4,afrobeat
1694,2SxZhIMY31SHc73awIteKR,Metá Metá,MetaL MetaL,Rainha das Cabeças,19,230739,FALSE,0.359,0.953,0,-5.549,1,0.0773,0.299,5.97E-05,0.112,0.658,98.935,3,afrobeat
1695,13wF870pnYuvSdrCHnqyvf,Jorge Drexler,Sus primeras grabaciones 1992-1994 (La luz que sabe robar- Radar),Vaivén,19,170693,FALSE,0.696,0.388,4,-9.831,1,0.0352,0.902,0.000169,0.154,0.539,155.018,3,afrobeat
1696,5KvJ9xhL93jx9Q8IjDUbdw,Orquestra Brasileira de Música Jamaicana,Volume II,Pagode Russo,19,146906,FALSE,0.751,0.868,10,-4.753,0,0.032,0.708,0.587,0.116,0.985,150.052,4,afrobeat
1697,5MA7jaAdA1oZ2Jcrz5gqaJ,William Onyeabor,World Psychedelic Classics 5: Who Is William Onyeabor?,Let's Fall in Love,18,439280,FALSE,0.713,0.958,8,-4.755,0,0.0605,0.461,0.952,0.109,0.961,131.462,4,afrobeat
1698,4HkGf5ZzUMMtN3bgZRGxhh,Plastilina Mosh,Aquamosh,Pornoshop,21,211160,FALSE,0.635,0.822,2,-7.123,0,0.0378,0.000989,0.114,0.247,0.601,103.05,4,afrobeat
1699,5aESR5wti306SsXUYGkEbU,Jackie Mittoo,The Keyboard King at Studio One,Stereo Freeze,19,185506,FALSE,0.679,0.648,10,-9.967,1,0.0424,0.000521,0.0273,0.0871,0.952,102.627,4,afrobeat
1700,3NBweAfNWhU9Zu1xDLHAR8,Kutiman;Dekel,My Everything,My Everything,41,238577,FALSE,0.594,0.552,7,-5.97,0,0.0254,0.105,0.000816,0.1,0.52,110.038,4,afrobeat
1701,1Trsjxw3OfwzIVsSuItgIa,Limoblaze;Johnny Drille,This Loving,This Loving,38,156831,FALSE,0.564,0.483,11,-7.82,0,0.167,0.53,3.09E-06,0.0679,0.569,101.095,4,afrobeat
1702,5rJSFuBV3QBGTrywHJt5sA,Manu Dibango,African Voodoo,Coconut,44,131045,FALSE,0.652,0.84,7,-7.198,0,0.0305,0.145,0.136,0.0468,0.955,113.623,4,afrobeat
1703,0Wm1tsC40GiduI9BgTcGDv,La Cumbia Chicharra,El Grito,¿ Quien Es ?,17,204360,FALSE,0.79,0.647,10,-9.688,0,0.0475,0.602,0.862,0.0605,0.967,93.99,4,afrobeat
1704,0oBjCx63OwKT7anxNGO48A,Limoblaze;Ada Ehi,God's Favourite Baby,Good God,37,215733,FALSE,0.285,0.513,0,-7.324,1,0.0545,0.656,0,0.127,0.221,82.303,4,afrobeat
1705,2Yayy5TW88lYwaA2ILPdix,TJ Cream;First Fire;Marko,Everyday,Everyday,17,188683,FALSE,0.522,0.727,6,-5.118,1,0.0965,0.633,0,0.366,0.714,93.37,4,afrobeat
1706,6aM1dvHvOjUSNbWsp3zLdJ,Rehmahz;Limoblaze,Victory,Victory,18,216868,FALSE,0.672,0.437,2,-8.284,0,0.336,0.486,0,0.149,0.411,126.599,5,afrobeat
1707,5CWqahxkgdxav7Exsx6qZ9,Elikem Kofi,Highly Confidential,Fever,17,200124,FALSE,0.766,0.696,4,-7.859,0,0.128,0.0988,4.73E-05,0.557,0.521,107.977,4,afrobeat
1708,2yLm7Y9foI71By8rAdYsFE,Dos Santos,Dos Santos,El Pescador,17,213186,FALSE,0.562,0.722,4,-5.625,0,0.028,0.0132,0.897,0.114,0.887,100.747,4,afrobeat
1709,5pptzEI1LJFtNrhFDH8Vet,Angeloh,Highway,What You Want,17,237918,FALSE,0.77,0.584,4,-5.837,0,0.102,0.288,0,0.0926,0.669,114.96,4,afrobeat
1710,5w7p6ON8mq80UkYrpg88S6,Zé Bigode Orquestra,Tikulafe,Tikulafe,17,295219,FALSE,0.641,0.77,11,-8.25,0,0.0394,0.0631,0.549,0.108,0.643,121.956,4,afrobeat
1711,1r3UZRusrbX8rz9YdWj6rx,Whitefield Brothers,In The Raw,Yakuba,18,194813,FALSE,0.809,0.946,6,-4.464,1,0.0617,0.192,0.798,0.0577,0.911,90.73,4,afrobeat
1712,6ysVxh7xhytlvlawdKCklQ,Orquestra Voadora,Ferro Velho,Amor,18,197746,FALSE,0.664,0.875,5,-4.688,1,0.139,0.0917,0.449,0.132,0.626,104.925,4,afrobeat
1713,18OzYEBhFuusiRbvkhf6Zl,Menahan Street Band,Make the Road By Walking,Make the Road By Walking,51,183213,FALSE,0.615,0.76,10,-8.393,0,0.0317,0.0186,0.053,0.0825,0.902,90.847,4,afrobeat
1714,5gDTvqxpIAAAXLIUPYKsTM,Limoblaze,Blind,Eledumare,17,200412,FALSE,0.709,0.854,11,-5.016,0,0.247,0.492,0,0.11,0.816,103.018,4,afrobeat
1715,4K42ppHKqdf3798vUg1ult,Foli Griô Orquestra;Carlos Malta;Dofono de Omulu;Ekedi Nicinha,AJO,Awo,17,494532,FALSE,0.594,0.716,11,-6.656,0,0.0472,0.217,0.0533,0.0539,0.931,133.407,4,afrobeat
1716,1GXMf1AsiM1cdMMCtsffa1,Orgone,The Killion Floor,Do Your Thing,18,241200,FALSE,0.586,0.702,4,-6.324,0,0.0482,0.553,0.00312,0.0943,0.69,143.434,4,afrobeat
1717,0bIcfdH8VWCXcR0KNjDRF2,Chief Checker,Nigeria 70 - Lagos Jump,Africa Irie,17,342013,FALSE,0.745,0.587,9,-8.101,0,0.163,0.0329,0.273,0.0922,0.86,131.977,4,afrobeat
1718,60xdLXU4rTPmPTPrfelJDf,Mandrill,Mandrill Is,I Refuse To Smile,18,247760,FALSE,0.544,0.697,4,-7.36,0,0.0323,0.205,0.000121,0.193,0.654,87.557,4,afrobeat
1719,78DMTISae46jqQmAAYHjJo,Zé Bigode Orquestra,Clube da Fumaça,Vai C Bom,18,193887,FALSE,0.615,0.874,7,-6.186,0,0.0531,0.176,1.66E-05,0.0536,0.389,189.944,4,afrobeat
1720,0SOmYqBeGm7Hrd0lXseV2e,Criolo,Ainda Há Tempo,Ainda Há Tempo,18,318360,FALSE,0.58,0.8,6,-7.528,1,0.345,0.281,0,0.0708,0.483,81.303,4,afrobeat
1721,2Szjsv5SLiGyCPAraUnNvk,Gyedu-Blay Ambolley,Ketan,Ketan,17,357074,FALSE,0.644,0.823,10,-6.564,1,0.0518,0.145,0.194,0.12,0.508,104.967,4,afrobeat
1722,3iRkhxe3TU2fiwOLRJWzwx,Jor'dan Armstrong,CHURCH GIRLS LOVE R&B,WRONGS,18,192277,FALSE,0.534,0.631,11,-8.067,0,0.119,0.272,0,0.0961,0.506,126.018,4,afrobeat
1723,71JFDYGUhoBkH4w4CPMlUf,Lo'Jo;Vincent Ségal;Robert Wyatt,Cinéma El Mundo,Tout est fragile,17,255735,FALSE,0.66,0.57,0,-8.677,1,0.0612,0.473,0,0.0687,0.808,120.104,4,afrobeat
1724,3pbjRPcTq1UXgojOXxtkm4,Ikebe Shakedown,Ikebe Shakedown,Don't Contradict,17,236053,FALSE,0.776,0.961,10,-5.986,0,0.0406,0.53,0.905,0.0897,0.942,136.005,4,afrobeat
1725,0JPGmJFun8zJ7c15Stj6Sk,Pat Kalla;Le Super Mojo,Hymne à la vie,Président,17,347772,FALSE,0.774,0.719,10,-8.976,0,0.0486,0.0181,0.128,0.0781,0.89,132.025,4,afrobeat
1726,0dHPFpfkj1PamVC5agtPkt,The Shaolin Afronauts,Follow the Path,Sissoko,17,246106,FALSE,0.705,0.547,11,-9.558,0,0.0391,0.025,0.807,0.0814,0.655,120.336,4,afrobeat
1727,3soJuLHTbi96kVgbLTKyeH,Ikebe Shakedown,Ikebe Shakedown,Five Points,17,203760,FALSE,0.511,0.678,5,-9.048,1,0.0775,0.0387,0.926,0.0543,0.83,82.041,4,afrobeat
1728,4VlJMfwRPnJHZ60TDZDshW,Jor'dan Armstrong,52 Weeks of Summer,Came Up,19,199876,FALSE,0.72,0.441,5,-9.626,0,0.172,0.668,3.96E-05,0.116,0.309,96.01,4,afrobeat
1729,7cROqgeNkyYTMdQ5u5moGS,Cymande,Second Time Round,For Baby Ooh,18,137400,FALSE,0.817,0.211,9,-16.785,1,0.136,0.948,2.62E-06,0.11,0.71,112.21,4,afrobeat
1730,0y5kQLkbgdCq6ezuXhaT4b,Samuca e a Selva,Coragem,Coragem,17,268181,FALSE,0.802,0.644,9,-6.115,0,0.0511,0.0866,2.38E-06,0.529,0.813,124.029,4,afrobeat
1731,4cAKvnal7hgdawfCUOIx0T,El Michels Affair,Loose Change,Yennicita - Alternate Version,18,184560,FALSE,0.619,0.585,2,-11.715,1,0.106,0.00463,0.882,0.35,0.642,167.942,4,afrobeat
1732,7dUyPK22oxzTZ6NQKj1t4N,BaianaSystem,Lucro/Descomprimindo,Lucro/Descomprimindo,19,246280,FALSE,0.713,0.825,9,-5.44,0,0.0335,0.147,0.00095,0.212,0.68,100.04,4,afrobeat
1733,6ijWDxNwRbDbxh4QqxkRak,The Mauskovic Dance Band,Down in the Basement - EP,Tuto Bay,18,209805,FALSE,0.716,0.511,6,-12.005,0,0.0792,0.00678,0.906,0.0633,0.929,133.028,4,afrobeat
1734,3au2mSWBCtWcWsXUdx6WrH,Ernest Ranglin,Surfside,Surfing,19,225133,FALSE,0.793,0.436,0,-7.624,0,0.0666,0.132,0.0143,0.0651,0.821,142.011,4,afrobeat
1735,4OnPHIPgUZq569yffEjt2G,Afrocidade,Afrocidade na Pista,Caju,18,31824,FALSE,0.343,0.472,4,-17.477,0,0.401,0.314,2.26E-06,0.866,0.764,93.945,3,afrobeat
1736,0YHoJxHfIM1vW9APg2nDCw,Orchestra Baobab,Bamba,Boulmamine,18,355933,FALSE,0.649,0.618,9,-11.815,0,0.0418,0.737,0.163,0.098,0.752,139.307,4,afrobeat
1737,188TDPhgzmi4Aul27nWlEf,The Bamboos,Tighten Up - Single,Tighten Up,18,230960,FALSE,0.569,0.949,0,-4.694,1,0.0502,0.0224,0.862,0.0701,0.968,131.921,4,afrobeat
1738,3EtsTQGKkUXaGDmMi7GRfD,BaianaSystem;Claudia Manzo,ATO 3: América do Sol,Capucha,20,174680,FALSE,0.737,0.934,7,-4.171,1,0.147,0.162,6.58E-05,0.233,0.614,104.965,4,afrobeat
1739,1kDAQBl23CrUwt7FQOB8ef,Newen Afrobeat,Curiche,Voráz,18,327493,FALSE,0.679,0.774,1,-8.074,1,0.0467,0.218,0.183,0.087,0.932,145.009,4,afrobeat
1740,3ZucFCxCGG9Jv1xuPJQF6t,BaianaSystem;ÀTTØØXXÁ,Outras Cidades,Calamatraca (ÀTTØØXXÁ Remix),19,182773,FALSE,0.748,0.626,4,-6.909,0,0.212,0.0135,4.66E-05,0.0385,0.44,149.933,4,afrobeat
1741,3hefAnE3N74TyKr9IB5LRf,Breakestra,Dusk Till Dawn,Back At The Boathouse,18,171704,FALSE,0.763,0.925,11,-3.819,0,0.0406,0.0533,0.893,0.102,0.761,98.51,4,afrobeat
1742,3mDXkZA0M9fmPU74QhmbgT,Newen Afrobeat,No Les Creeré,No Les Creeré,18,258662,FALSE,0.746,0.829,1,-6.49,0,0.0603,0.153,4.90E-05,0.144,0.834,117.714,4,afrobeat
1743,4JiXeUJqbIroO8Llxgjxwg,The Budos Band,Burnt Offering,Tomahawk,19,209213,FALSE,0.514,0.85,9,-6.281,0,0.0371,0.00179,0.804,0.358,0.684,110.897,3,afrobeat
1744,5sJFoe1ln1AzL3wr5AebUo,William Onyeabor,Atomic Bomb,Atomic Bomb,17,480146,FALSE,0.761,0.382,1,-8.703,1,0.035,0.0279,0.00676,0.0562,0.966,116.887,4,afrobeat
1745,1ckR3uxg55MdmCJPL2vWrT,Los Amigos Invisibles,Live En Una Noche Tan Linda Como Esta Vol 1,Esto Es Lo Que Hay,20,445727,FALSE,0.589,0.789,8,-7.194,1,0.0697,0.496,0.00134,0.771,0.312,104.178,4,afrobeat
1746,4ApDoilVOSDv95B0pssAHy,Plastilina Mosh,All U Need Is Mosh,Jonaz Goes to Hollywood,21,244786,FALSE,0.677,0.925,4,-5.607,0,0.343,0.178,6.78E-06,0.186,0.396,102.52,4,afrobeat
1747,47uN75sZhcmhu947dzPkuo,Jorge Drexler,Sus primeras grabaciones 1992-1994 (La luz que sabe robar- Radar),Edén,18,177946,FALSE,0.643,0.311,6,-12.188,1,0.0671,0.921,0.0477,0.111,0.773,137.278,4,afrobeat
1748,3N9qP0bV95JnvDvicZCIKQ,Jorge Drexler,Sus primeras grabaciones 1992-1994 (La luz que sabe robar- Radar),Equipaje,18,239360,FALSE,0.785,0.393,4,-9.533,1,0.0429,0.928,0.218,0.0978,0.333,126.776,4,afrobeat
1749,77R3mOaInbXGRjTjWlwjug,Hugh Masekela,60's Gold,Grazing In The Grass,19,156946,FALSE,0.673,0.697,5,-6.953,1,0.0271,0.518,0.831,0.256,0.911,107.46,4,afrobeat
1750,1B6d6tSoQTZyYalEFVu86p,Eben;Nathaniel Bassey,No One Like You,No One Like You,40,317675,FALSE,0.652,0.529,10,-5.761,1,0.0464,0.357,2.05E-05,0.235,0.488,129.861,4,afrobeat
1751,5aJI7OzC1n3XKVLgYAxgwj,Bacao Rhythm & Steel Band,55,PIMP,49,194972,FALSE,0.672,0.858,3,-5.233,0,0.145,0.456,0.811,0.104,0.963,166.689,4,afrobeat
1752,0z9GDwllWJctFf1u4b3QhZ,El Michels Affair;Piya Malik,Yeti Season (Deluxe Version),Zaharila,31,221097,FALSE,0.378,0.596,0,-6.61,1,0.0316,0.0788,0.000628,0.488,0.501,81.873,4,afrobeat
1753,1k3QxdsAYJMstaAV31ssId,The Poets Of Rhythm,Discern / Define,Plus Plus,17,306160,FALSE,0.723,0.722,0,-7.085,0,0.0708,0.0218,0.686,0.219,0.604,95.558,4,afrobeat
1754,78UQDRUSnojL4fbcXNFSzQ,Jor'dan Armstrong,Blsd,Favor,18,277600,FALSE,0.467,0.615,1,-6.037,1,0.0686,0.0881,0,0.194,0.45,142.076,4,afrobeat
1755,5RfNONcEtbhBEGwAiDjoEv,Ocote Soul Sounds;Chico Mann;Quantic,A Pesar La Vida / Not Yet,A Pesar La Vida,18,197500,FALSE,0.496,0.753,9,-6.673,0,0.139,0.0204,0.0547,0.363,0.456,99.876,4,afrobeat
1756,2lR5gm2BEy1PFxPSuyTWBU,Morbo y Mambo,Boa,442,17,354253,FALSE,0.558,0.819,7,-4.246,1,0.0401,0.000621,0.921,0.0898,0.276,132.005,4,afrobeat
1757,7znOiQvrH4BlKqL7asr54l,The Sorcerers,In Search of the Lost City of the Monkey God,The People of the Forest,17,223619,FALSE,0.86,0.548,10,-7.875,1,0.107,0.573,0.859,0.162,0.905,138.786,4,afrobeat
1758,1JBy48ChNqcBo6VDqD9f7y,TJ Cream;Beloved Music,Wisdom Seeker,Wisdom Seeker,18,223529,FALSE,0.825,0.68,6,-6.816,0,0.156,0.135,0,0.109,0.722,96.029,4,afrobeat
1759,672sXt55h2Ol2MTcbKR5Sw,Manu Dibango,African Voodoo,Groovy Flute,47,153097,FALSE,0.678,0.845,3,-9.412,1,0.0392,0.791,0.782,0.0637,0.965,104.653,4,afrobeat
1760,6cPzGLgdF4KW6U4Yr5AdTX,Marizu,Amazing,Amazing,17,183946,FALSE,0.508,0.483,10,-6.883,0,0.0418,0.639,0,0.0902,0.523,133.207,5,afrobeat
1761,2N8b6fVhlEfI5jObBLQF8k,Nomade Orquestra,Nômade Orquestra,Samurai,17,358947,FALSE,0.603,0.67,7,-8.638,0,0.0446,0.504,0.824,0.081,0.314,94.01,4,afrobeat
1762,5x790rgT6jBLWKiWo2EeKU,Ocote Soul Sounds,Coconut Rock,Coconut Rock,16,195952,FALSE,0.796,0.904,7,-10.571,0,0.106,0.503,0.531,0.675,0.762,88.001,4,afrobeat
1763,2C68iHWkQU0S8O2F1F0nqy,Sharyn;Triple O,In Full Bloom,Life,17,249102,FALSE,0.666,0.565,1,-9.782,1,0.389,0.0722,0,0.104,0.263,180.071,4,afrobeat
1764,3UhgLTSdfCO6MCEOnjchNx,La Misa Negra,La Misa Negra,Tierra,17,74520,FALSE,0.629,0.577,11,-6.696,1,0.0412,0.0259,0.784,0.078,0.193,120.042,4,afrobeat
1765,2dm8zEG6pMfPJH6OffiHFJ,Maga Bo;BNegão,Quilombo do Futuro,Tempos Insanos,18,123901,FALSE,0.871,0.889,6,-7.84,0,0.394,0.0218,4.07E-05,0.336,0.557,99.926,4,afrobeat
1766,66BiFRIcXMTc1zxbU3Sh9a,Calle 13,Residente o Visitante,A Limpiar El Sucio,20,253426,TRUE,0.618,0.825,2,-6.014,1,0.29,0.484,0,0.139,0.896,79.439,4,afrobeat
1767,5i2F9XzhI2nFcoxOOENe93,The Poets Of Rhythm,Discern / Define,The Jaunt,18,190680,FALSE,0.739,0.58,5,-6.879,1,0.0669,0.173,0.811,0.0761,0.626,108.304,4,afrobeat
1768,1l0rlELGQxoCAjaUer7jXw,Bacao Rhythm & Steel Band,The Serpents Mouth,Touchdown,18,154624,FALSE,0.81,0.621,7,-6.077,0,0.0472,0.0264,0.816,0.201,0.837,95.911,4,afrobeat
1769,6AYmNlxHIzmAW7mYeaqpNo,Metá Metá,M M 3,Ossanyn,18,283308,FALSE,0.454,0.636,5,-7.768,0,0.0314,0.271,0.824,0.108,0.455,138.448,4,afrobeat
1770,2dowoN9yWHcP9yuOSbVSBm,Whitefield Brothers,In The Raw,Sol Walk,18,211226,FALSE,0.7,0.933,5,-4.084,1,0.0605,0.166,0.195,0.0501,0.863,115.711,4,afrobeat
1771,7rUxkhbAsfGNg3YOqwwX4R,Jor'dan Armstrong,God Got Me,God Got Me,18,175856,FALSE,0.787,0.726,7,-5.637,1,0.164,0.0719,0.00313,0.087,0.407,107.024,4,afrobeat
1772,1TVxTQCQmmjAB4IynAjX6g,Ocote Soul Sounds,Taurus,Agua Santa,16,247320,FALSE,0.718,0.872,9,-5.572,0,0.0486,0.397,0.531,0.111,0.949,164.013,4,afrobeat
1773,3yPZQKUWJp0iQxCkAh3hoM,Voilaaa,Manu écoute ça...,Manu écoute ça...,17,270193,FALSE,0.851,0.776,11,-6.162,1,0.0737,0.29,0.027,0.0371,0.907,118.019,4,afrobeat
1774,74tjFjv7tXcKXCZsCJnwmy,The Sugarman 3,Sugar's Boogaloo,Sugar's Boogaloo,18,187933,FALSE,0.62,0.559,3,-7.15,1,0.0311,0.661,0.577,0.0661,0.625,127.721,5,afrobeat
1775,4DQvQ14fFSaasGyaAQao6W,The Poets Of Rhythm,Discern / Define,Guiding Resolution,17,214706,FALSE,0.639,0.638,10,-8.087,1,0.0434,0.228,0.807,0.0931,0.936,101.687,4,afrobeat
1776,5MO8ptEfzOB2vL0Em14CmO,Voilaaa,On te l'avait dit,Jungle Fire,17,378020,FALSE,0.81,0.612,10,-11.387,0,0.0571,0.156,0.925,0.22,0.598,116.803,4,afrobeat
1777,4YXbgyrVTrEiYyDZglyhLt,The Mighty Imperials;Joseph Henry,Thunder Chicken,"Soul Buster, Pt. 1",17,219760,FALSE,0.601,0.968,0,-8.814,1,0.0426,0.0643,0.597,0.285,0.88,105.657,4,afrobeat
1778,4amfVFqZ4yyDaKlJHYQ3ex,Romperayo,El Busetero Buscapleitos,El Busetero Buscapleitos,17,260580,FALSE,0.434,0.87,8,-7.957,1,0.0354,0.0146,0.78,0.225,0.898,124.228,4,afrobeat
1779,0zSAH4WmhEvjbyCsjAn8Cl,El Michels Affair,Sounding Out the City,Ocho Rios,18,155306,FALSE,0.775,0.688,7,-7.105,1,0.0471,0.0791,0.847,0.129,0.529,94.62,4,afrobeat
1780,5l0lm6XqgUfUVfo87EuTpD,Criolo,Nó na Orelha (Instrumental),Mariô (Instrumental),16,218600,FALSE,0.724,0.585,10,-6.768,0,0.0919,0.00692,0.8,0.1,0.516,89.933,4,afrobeat
1781,5lARm9DU4b7mCHuTe8kbKb,Jackie Mittoo,Fire Selection,Drum Ting,19,259917,FALSE,0.735,0.637,10,-9.044,0,0.15,0.715,0.915,0.179,0.964,83.352,4,afrobeat
1782,63FdlZpB78PwdeH29U7aTd,Jor'dan Armstrong,52 Weeks of Summer,Friends,18,202277,FALSE,0.742,0.668,2,-3.871,0,0.0313,0.0152,0,0.156,0.806,97.009,4,afrobeat
1783,68B0UiX7JPWB8YKEDMK7ru,El Hijo De La Cumbia,Freestyle de Ritmos,Cumbia Regional,17,209711,FALSE,0.576,0.887,2,-2.424,1,0.0325,0.00013,0.0642,0.165,0.592,109.957,4,afrobeat
1784,5p5FBWIR81bz0IDza2Dozm,Lack Of Afro;Emma Noble,Hello Baby,Fires Glow,19,242940,FALSE,0.633,0.681,5,-10.054,1,0.0343,0.38,0.016,0.665,0.622,110.004,4,afrobeat
1785,398y12FgBS3Vw2Q7hQH6bs,Los Amigos Invisibles,Arepa 3000,Pipi,20,133920,FALSE,0.631,0.609,2,-8.221,1,0.0656,0.000932,0.61,0.157,0.702,174.968,4,afrobeat
1786,3rllhj4WKYq3DG35DhCpRP,Juanafé;La Flor del Recuerdo,Parrilladas Vargas (Vol. II),Mi Último Fracaso,18,265086,FALSE,0.457,0.332,0,-10.365,1,0.0356,0.791,8.22E-06,0.102,0.305,164.096,3,afrobeat
1787,1udcRyPUJr8B8N7hAE1Sdm,Los Amigos Invisibles,Arepa 3000,Masturbation Session,20,293386,FALSE,0.843,0.822,5,-6.455,0,0.0865,0.0221,0.0158,0.182,0.86,117.971,4,afrobeat
1788,1PphwDVGRYmR7tGMvdsfo5,The New Mastersounds,The Nashville Session,Burnt Back,19,224095,FALSE,0.537,0.903,9,-6.951,1,0.0503,0.452,0.852,0.126,0.843,111.801,4,afrobeat
1789,6gaUC3ms3gCGggnfTdT2QL,BaianaSystem,BaianaSystem,Frevofoguete,18,206066,FALSE,0.482,0.714,4,-8.796,0,0.0532,0.0127,0.903,0.107,0.656,155.103,4,afrobeat
